fhdi_drug_id,drug_name,synonyms,drug_type,summary,formula
d00550,nadolol,anabet corgard corgaretic nadic nadololum solgol sq 11725 sq11725 anabet tn corgard tn corzide tn nadololum innlatin sq11725 solgol tn altinadolol tn aponadol tn novonadolol tn nadolol jp15uspinn nadolol usanbaninnjan 2r3s53tertbutylamino2hydroxypropoxy1234tetrahydronaphthalene23diol 2r3s5311dimethylethylamino2hydroxypropyloxy1234tetrahydronaphthalene23diol 2r3s53tertbutylamino2hydroxypropoxy1234tetrahydronaphthalene23diol 23cis1234tetrahydro52hydroxy3tertbutylaminopropoxy23naphthalenediol 5311dimethylethylamino2hydroxypropoxy1234tetrahydro23naphthalenediol,small molecular drug,nadolol is a nonselective betaadrenergic antagonist used for the management of arrhythmias angina pectoris and hypertension,c17h27no4
d00551,diltiazem,acalix adizem aldizem anoheal cardil cardizem citizem dilacor dilcontin dilren diltia diltiazemum dilticard diltzac dilzen endrydil viazem cardizen la incoril ap tiazac tildiem tiazac xc adizem tn altiazem tn angiozem tn angizem tn angizem cd tn apodiltiaz cardizem hydrochloride cardizem tn cartia xt tn dilacorxr dilatam tn dilatem tn dilcardia tn dilcontin sr tn diltcd diltahexal diltelan tn diltiazem inn diltiazem innban diltiazemum innlatin diltime tn dilzem tn dyalec tn filazem tn herben tn nudiltiaz progor tn rg 83606 hydrochloride surazem tn tiamate tn tiazac tn tiazac xc tn tildiem tn vasmulax tn viazem tn zandil tn zemtrial tn dcisdiltiazem mk793 malate 2s3s52dimethylaminoethyl24methoxyphenyl4oxo23dihydro15benzothiazepin3yl acetate acetic acid 2s3s52dimethylaminoethyl24methoxyphenyl4oxo2345tetrahydrobenzob14thiazepin3yl ester cis52dimethylaminoethyl23dihydro3hydroxy2pmethoxyphenyl15benzothiazepin45hone acetate ester 2s3s52dimethylaminoethyl24methoxyphenyl4oxo2345tetrahydrobenzob14thiazepin3yl acetate 2s3s52dimethylaminoethyl24methoxyphenyl4oxo2345tetrahydro15benzothiazepin3yl acetate 2s3s52dimethylaminoethyl24methyloxyphenyl4oxo2345tetrahydro15benzothiazepin3yl acetate 2scis3acetyloxy52dimethylaminoethyl23dihydro24methoxyphenyl15benzothiazepin45hone,small molecular drug,diltiazem is a calcium channel blocker used to treat hypertension and to manage chronic stable angina,c22h26n2o4s
d00552,dexibuprofen,sibuprofen 51146566 dexibuprofen sibuprofen s24isobutylphenylpropanoic acid sibuprofen dibuproten s24isobutylphenylpropionic acid spisobutylhydratropic acid seractil 2s242methylpropylphenylpropanoic acid s4isobutylalphamethylphenylacetic acid unii671dkg7p5s sibuprofen 2s24isobutylphenylpropanoic acid chembl175 671dkg7p5s chebi43415 salphamethyl42methylpropylbenzeneacetic acid ncgc0001686105,small molecular drug,dexibuprofen is a pharmacologically active enantiomer of racemic ibuprofen nsaid used to treat pain and inflammation,c13h18o2
d00553,pirfenidone,deskar esbriet pirespa pirfenidona pirfenidonum amr 69 p 2116 amr69 f647 ks5041 pirfenidona innspanish pirfenidone deskar pirfenidone usaninn pirfenidonum innlatin s7701 pirfenidone janusaninn 5methyl1phenyl1hpyridin2one 5methyl1phenyl21hpyridone 5methyl1phenyl21hpyridone 5methyl1phenylpyridin21hone 5methyl1phenylpyridin2one,small molecular drug,pirfenidone is an agent used for the treatment of idiopathic pulmonary fibrosis ipf,c12h11no
d00554,pinaverium,dicetel bromure de pinaverium bromuro de pinaverio pinaverii bromidum pinaverium bromide inn lat 1717 bromure de pinaverium innfrench bromuro de pinaverio innspanish dicetel tn pinaverii bromidum innlatin pinaverium bromide inn morpholinium 42bromo45dimethoxybenzyl42266dimethyl2norpinylethoxyethyl bromide 46bromoveratryl42266dimethyl2norpinylethoxyethylmorpholinium bromide 42bromo45dimethoxyphenylmethyl42266dimethyl4bicyclo311heptanylethoxyethylmorpholin4ium bromide,small molecular drug,pinaverium is a spasmolytic agent used for the symptomatic treatment of irritable bowel syndrome ibs and functional disorders of the biliary tract,c26h41br2no4
d00555,vindesine,dava vindesin vindesina vindesinum desacetylvinblastine amide lilly 112531 vindesina innspanish vindesinum innlatin vindesine usaninn vindesine usanbaninn vindesine usaninnban 3aminocarbonylosup 4deacetyl3demethoxycarbonylvincaleukoblastine 3aminocarbonylo4deacetyl3demethoxycarbonylvincaleukoblastine 3carbamoyl4deacetyl3demethoxycarbonylvincaleukoblastine 3carbamoylo4deacetyl3demethoxycarbonylvincaleukoblastine methyl 5s7s9s92b3b4b5a12b19a3carbamoyl34dihydroxy16methoxy1methyl67didehydroaspidospermidin15yl5ethyl5hydroxy145678910octahydro2h37methanoazacycloundecino54bindole9carboxylate methyl 5s7s9s92beta3beta4beta5alpha12beta19alpha3carbamoyl34dihydroxy16methoxy1methyl67didehydroaspidospermidin15yl5ethyl5hydroxy145678910octahydro2h37methanoazacycloundecino54bindole9carboxylate,small molecular drug,vindesine is a vinca alkaloid derived from vinblastine used for various types of malignancies but mainly acute lymphocytic leukemia all,c43h55n5o7
d00556,nitazoxanide,alinia colufase cryptaz daxon heliton nitazoxanid nitazoxanida nitazoxanidum taenitaz tizoxanide glucuronide azt  nitazoxanide alinia tn annita tn azt nitazoxanide daxon tn dexidex tn kidonax tn nitax tn nitazox tn nitazoxanida innspanish nitazoxanide usaninn nitazoxanidum innlatin pacovanton tn paramix tn phavic1 zox tn nitazoxanide usaninn daxon dexidex kidonax pacovanton paramix nitax zox nitazoxanide,small molecular drug,nitazoxanide is a thiazolide antiinfective used to treat infections by protozoa helminths anaerobic bacteria microaerophilic bacteria and viruses,c12h9n3o5s
d00557,sufentanil,chronogesic sufentanilum sufentanyl sulfentanil sulfentanyl r 30730 r30730 sufenta tn sufentanilum innlatin sufentil tn sufentanil usaninn sufentanil usanbaninn n4methoxymethyl122thienylethyl4piperidylpropionanilide n4methoxymethyl12thiophen2ylethylpiperidin4ylnphenylpropanamide n4methoxymethyl122thienylethylpiperidin4ylnphenylpropanamide n4methyloxymethyl122thienylethylpiperidin4ylnphenylpropanamide n4methoxymethyl122thienylethyl4piperidinylnphenylpropanamide,small molecular drug,sufentanil is an opioid used to induce and maintain anesthesia to act as an analgesic in labor and delivery and to treat severe acute pain,c22h30n2o2s
d00558,acarbose,acarbose 56180940 glucobay precose prandase c25h43no18 chebi2376 chembl3734896 bayg 5421 46dideoxy41s4r5s6s456trihydroxy3hydroxymethylcyclohex2en1ylaminoalphadglucopyranosyl1gt4alphadglucopyranosyl1gt4dglucopyranose smr000466376 sr01000759407 acarbose acarbose usanbaninnjan acarboses precose tn ac1l26gm acarbose janusaninn mls006011898 mls000759506 mls001424056 spectrum1505172 schembl5316305 chembl404271 bdbm23406 molport002507369,small molecular drug,acarbose is an alphaglucosidase inhibitor used in adjunctly with diet and exercise for the management of glycemic control in patients with type 2 diabetes mellitus,c25h43no18
d00559,torsemide,demadex dilutol luprac presoril sutril torsemide toradiur torasemida torasemidum torem torocard torrem unat torasemide n torsemide usan ac 4464 bm 02015 jdl 464 bm02015 demadex tn demadex torsemide gj1090 jdl464 ks1123 luprac tn pw2132 torasemida innspanish torasemidum innlatin torsemide usp torasemide janinn nisopropylcarbamoyl4mtolylaminopyridine3sulfonamide n1methylethylaminocarbonyl43methylphenylaminopyridine3sulfonamide n1methylethylaminocarbonyl43methylphenylamino3pyridinesulfonamide 1isopropyl34mtoluidino3pyridylsulfonylurea 143methylanilinopyridin3ylsulfonyl3propan2ylurea 1isopropyl343methylphenylaminopyridine3sulfonylurea 1isopropyl34mtoluidino3pyridyl sulfonylurea,small molecular drug,torasemide is a diuretic used to treat hypertension and edema associated with heart failure renal failure or liver disease,c16h20n4o3s
d00560,paroxetine,seroxat tn,small molecular drug,paroxetine is a selective serotonin reuptake inhibitor used to treat major depressive disorder panic disorder ocd social phobia generalized anxiety disorder the vasomotor symptoms of menopause and premenstrual dysphoric disorder,c19h20fno3
d00561,captopril,acediur aceplus acepress acepril alopresin apopril asisten capoten captolane captoprilum captopryl captoril captril cesplon dilabar garranil hipertil hypertil isopresol lopirin lopril mco tenosbon tensiomin tensobon tensoprel lopirin switzerland c 4042 sa 333 sq 14225 x8z apopril tn capoten tn captoprilum innlatin garranil discontinued lcaptopril sq 14225 sq14225 sq14534 sq14225 sq14534 captopril jp15uspinn captopril usaninnbanjan d3mercapto2methylpropionylproline d2methyl3mercaptopropanoyllproline d3mercapto2methylpropanoyllproline 2s13mercapto2methylpropionyllproline ns3mercapto2methylpropionyllproline2s13mercapto2methylpropionyllproline 2s12s2methyl3sulfanylpropanoylpyrrolidine2carboxylic acid s13mercapto2methyl1oxopropyllproline s13mercapto2methyl1oxopropyllproline 12s3mercapto2methylpropionyllproline 13mercapto2methyl1oxopropyllproline 1d3mercapto2methyl1oxopropyllproline ss 12s2methyl3sulfanylpropanoyllproline 3mercapto2methylpropionylproline,small molecular drug,captopril is an ace inhibitor used for the management of essential or renovascular hypertension congestive heart failure left ventricular dysfunction following myocardial infarction and nephropathy,c9h15no3s
d00562,cefoperazone,cefobid cefoperazon cefoperazono cefoperazonum cefoperazone sodium salt peracef veterinary cp 52640 cefazone tn cefobid tn cefoperazone inn cefoperazone innban cefoperazono innspanish cefoperazonum innlatin peracef veterinary tn 6r7r7r24ethyl23dioxo1piperazinylcarboxamido24hydroxyphenylacetamido31methyl1htetrazol5ylthiomethyl8oxo5thia1azabicyclo420oct2en2carbonsaeure 6r7r72r24ethyl23dioxopiperazine1carbonylamino24hydroxyphenylacetylamino31methyltetrazol5ylsulfanylmethyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 6r7r72s24ethyl23dioxopiperazine1carbonylamino24hydroxyphenylacetylamino31methyltetrazol5ylsulfanylmethyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 6r7r724ethyl23dioxopiperazine1carbonylamino24hydroxyphenylacetylamino31methyltetrazol5ylsulfanylmethyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 6r7r72r24ethyl23dioxopiperazin1ylcarbonylamino24hydroxyphenylacetylamino31methyl1htetrazol5ylthiomethyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 6r7r74ethyl23dioxopiperazin1ylcarbonylamino4hydroxyphenylacetylamino31methyl1htetrazol5ylsulfanylmethyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 6r7s72r24ethyl23dioxopiperazine1carbonylamino24hydroxyphenylacetylamino31methyltetrazol5ylsulfanylmethyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 6r7s72s24ethyl23dioxopiperazine1carbonylamino24hydroxyphenylacetylamino31methyltetrazol5ylsulfanylmethyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 6s7r72s24ethyl23dioxopiperazine1carbonylamino24hydroxyphenylacetylamino31methyltetrazol5ylsulfanylmethyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 724ethyl23dioxopiperazine1carbonylamino24hydroxyphenylacetylamino31methyltetrazol5ylsulfanylmethyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 7beta4ethyl23dioxopiperazin1ylcarbonylamino4hydroxyphenylacetylamino31methyl1htetrazol5ylsulfanylmethyl34didehydrocepham4carboxylic acid,small molecular drug,cefoperazone is a broadspectrum cephalosporin antibiotic used for the treatment of bacterial infections in various locations including the respiratory tract abdomen skin and female genital tracts,c25h27n9o8s2
d00563,levoketoconazole,panfungol orifungal m nizoral ketozole normocort 65277421 ketoisdin nizoral ad sebazole levoketoconazole unii2dj8r0nt7k ketoconazolum innlatin ketoconazol innspanish ketoconazole 2s4r 2s4rketoconazole 142128572 2dj8r0nt7k ketocanazole ketoconazolum brizoral chembl295698 chebi47518 hsdb 7447 terzolin teryzolin einecs 2656674 onofin k nsc 317629 brn 4303081 1acetyl442s4r224dichlorophenyl21himi,not specified,levoketoconazole is one of two enantiomeric forms of racemic ketoconazole that strongly inhibits multiple steroidogenic enzymes and is used for the symptomatic treatment of endogenous cushings syndrome,c26h28cl2n4o4
d00564,pergolide,pergolida pergolidum permax pergolida innspanish pergolide inn pergolide innban pergolidum innlatin permax tn ly127809 6ar9r10ar9methylthiomethyl7propyl466a7891010aoctahydroindolo43fgquinoline 8beta8methylsulfanylmethyl6propylergoline 8beta8methylthiomethyl6propylergoline,small molecular drug,pergolide is a longacting dopamine agonist that is uncommonly used for the management of parkinsons disease due to the risk for cardiac valvulopathy,c19h26n2s
d00565,cefadroxil,cdx cefadroxilo cefadroxilum cephadroxil sumacef cefadroxil anhydrous s 578 bls 578 bls578 cefadroxil jp15 cefadroxilo innspanish cefadroxilum innlatin curisafe tn dcefadroxil s578 sumacef tn mjf115673 6r7r7r2amino2phydroxyphenylacetamido3methyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 6r7r72r2amino24hydroxyphenylacetylamino3methyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 6r7r72r2amino24hydroxyphenylacetylamino3methyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 7beta2r2amino24hydroxyphenylacetylamino34didehydrocepham4carboxylic acid,small molecular drug,cefadroxil is a cephalosporin antibiotic used in the treatment of various bacterial infections such as urinary tract infections skin and skin structure infections and tonsillitis,c16h17n3o5s
d00566,triclabendazole,triclabendazole 68786663 fasinex 6chloro523dichlorophenoxy2methylthio1hbenzodimidazole c14h9cl3n2os triclabendazolum innlatin triclabendazol innspanish ccris 8988 unii4784c8e03o cga 89317 5chloro623dichlorophenoxy2methylthio1hbenzimidazole cpd000466357 mls001424101 chembl1086440 6chloro523dichlorophenoxy2methylthiobenzimidazole 4784c8e03o ncgc0016461001 triclabendazole 98 smr000466357 ak68238 5chloro623dichlorophenoxy2methylthiobenzimidazole,small molecular drug,triclabendazole is an anthelmintic drug used to treat fascioliasis,c14h9cl3n2os
d00567,cefaclor,alenfral alfacet alfatil ccl ceclor cefaclorum distaclor kefolor panacef panoral alfatil kapseln cefaclor anhydrous cefaclor hydrate cefaclor monohydrate dystaclor mr kefolor suspension muco panoral lilly 99638 hydrate alenfral tn ceclor tn cefaclor jp15 cefaclor usp distaclor tn keflor tn lkefral raniclor tn s6472 cefaclor1wasser cefaclor usaninnbanjan ceclor distaclor keflor raniclor cefaclor 6r7r7r2amino2phenylacetamido3chloro8oxo5thia1azabicyclo420oct2ene2carboxylic acid monohydrate 6r7r72r2amino2phenylacetylamino3chloro8oxo5thia1azabicyclo420oct2ene2carboxylic acid 6r7r72r2amino2phenylacetylamino3chloro8oxo5thia1azabicyclo420oct2ene2carboxylic acid hydrate 6r7r72r2amino2phenylacetylamino3chloro8oxo5thia1azabicyclo420oct2ene2carboxylic acid 3chloro7d2phenylglycinamido3cephem4carboxylic acid 3chloro7d2phenylglycinamido3cephem4carboxylic acid monohydrate 72amino2phenylacetylamino3chloro8oxo5thia1azabicyclo420oct2ene2carboxylic acid 7beta2r2amino2phenylacetylamino3chloro34didehydrocepham4carboxylic acid,small molecular drug,cefaclor is a second generation cephalosporin used to treat a wide variety of infections in the body,c15h14cln3o4s
d00568,alfentanil,alfenta alfentanilum alfentanyl alfenta tn alfentanil inn alfentanil innban alfentanilum innlatin rapifen tn n124ethyl5oxo2tetrazolin1ylethyl4methoxymethyl4piperidylpropionanilide n124ethyl5oxotetrazol1ylethyl4methoxymethylpiperidin4ylnphenylpropanamide n124ethyl45dihydro5oxotetrazolylethyl4methoxymethyl4piperidylpropionanilid n124ethyl5oxo2tetrazolin1ylethyl4methoxymethyl4piperidylpropionanilide n124ethyl45dihydro5oxotetrazolylethyl4methoxymethyl4piperidylnphenylpropionamid n124ethyl5oxo45dihydro1htetrazol1ylethyl4methoxymethylpiperidin4ylnphenylpropanamide n124ethyl5oxo45dihydro1htetrazol1ylethyl4methyloxymethylpiperidin4ylnphenylpropanamide,small molecular drug,alfentanil is an opioid agonist used to induce and maintain anesthesia as well as an analgesic,c21h32n6o3
d00569,miglustat,budnj butyldeoxynojirimycin miglustatum nbv vevesca zavesca miglustat usan ogt 918 sc 48334 sc48334 miglustat hydrochloride nbutyl deoxynojirimycin nbutyl dnj nbutyldeoxynojirimycin nbutylmoranoline nbdnj ogt918 sc48334 zavesca tn miglustat usaninn nbudnj nbutyldnj nbutyldeoxynojirimycin nnbutyldeoxynojirimycin nbutyl1deoxynojirimycin nnbutyl15dideoxy15iminodglucitol 2r3r4r5s1butyl2hydroxymethylpiperidine345triol 15dideoxy15nbutyliminodglucitol,small molecular drug,miglustat is a glucosylceramide synthase inhibitor used for the management of mild to moderate type i gaucher disease for patients who are not candidates for whole enzyme replacement,c10h21no4
d00570,cefotetan,cefotetanum apatef tn cefotan tn cefotetan jp15uspinn 6r7s74carbamoylcarboxymethylene13dithiethane2carboxamido7methoxy31methyl1htetrazol5ylthiomethyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 6r7s742amino1carboxy2oxoethylidene13dithietan2ylcarbonylamino7methoxy31methyl1htetrazol5ylsulfanylmethyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 6r7s741amino3hydroxy13dioxopropan2ylidene13dithietane2carbonylamino7methoxy31methyltetrazol5ylsulfanylmethyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 7beta42amino1carboxy2oxoethylidene13dithietan2ylcarbonylamino7alphamethoxy31methyl1htetrazol5ylsulfanylmethyl34didehydrocepham4carboxylic acid,small molecular drug,cefotetan is an antibiotic medication used for the prophylaxis and treatment of various bacterial infections including urinary tract infections bone and joint infection and lower respiratory tract infections,c17h17n7o8s4
